Filename,min_k_prob,ppl,rouge1,rougeL
GLM-4-9B-0414_eval_results.jsonl,-6.913215587347746,12.463551986634732,0.17468513286984136,0.10388268294015188
Llama-3.1-8B-Instruct_eval_results.jsonl,,,,
Llama-3.1-8B_eval_results.jsonl,-5.989819073788822,9.239575409293174,0.1828513127572644,0.10994274820145523
Llama-3.2-1B-Instruct_eval_results.jsonl,-7.077078773409128,16.894147061556577,0.1703337528414957,0.10485737348503632
Llama-3.2-1B_eval_results.jsonl,-6.280557622700464,11.471813501566649,0.16034368048895817,0.10717257477379429
Qwen3-0.6B_eval_results.jsonl,-7.813644995748997,22.572015112578868,0.17106606216366654,0.11082279098620064
Qwen3-1.7B_eval_results.jsonl,-7.655030361950398,17.120747558683156,0.17686960040368843,0.11152555079480464
Qwen3-4B_eval_results.jsonl,-7.474269490748644,15.047740788936615,0.1766547765459224,0.10894939875356377
Qwen3-8B_eval_results.jsonl,-6.907210465729237,12.110590485870839,0.1777294289862344,0.10891872763210181
